store_id,date,year,month,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_6,sales_lag_12,sales_roll_mean_3,sales_roll_mean_6,sales_mom_pct,sales_lag1_vs_roll6,price_realistic,promo_flag,num_transactions,num_unique_products,num_categories,month_sin,month_cos,is_holiday_season,is_launch_season,gdp_per_capita,inflation_rate,exchange_rate,internet_usage_pct,gdp_change,inflation_change,exchange_change,internet_usage_change,store_encoded,sales_amount_realistic
ST-31,2026-01-01,2026,1,2264106.721802433,2211361.156948413,1844348.047157568,1497922.9655235363,1248741.4160134792,2106605.3086361377,1863406.911461563,0.023852080736919048,1.215036129723583,1007.5732861425184,0.23461538461538461,260,47,8,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,24,1685190.4376186966
ST-32,2026-01-01,2026,1,2583096.36564219,2261545.0818997063,2212487.1963301604,1559985.1727432497,1337746.8835233038,2352376.214624019,2065630.0418591148,0.14218212421057705,1.250512586134419,1056.3211165389018,0.2631578947368421,247,50,7,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,25,1965671.6690335067
ST-33,2026-01-01,2026,1,1729728.4824974393,1548459.3861577169,1386565.226182036,718903.8930214182,877074.913290939,1554917.6982790641,1288520.3856483034,0.11706415935746048,1.3424145258106626,990.9891009434613,0.27692307692307694,260,45,7,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,26,1459622.8050550702
ST-34,2026-01-01,2026,1,2573785.2829237897,2572346.549564206,1969199.5900359885,1392384.0900398267,1417425.2590634325,2371777.140841328,2007220.0665158185,0.0005593077495049788,1.2822636271225751,976.150971876514,0.23076923076923078,260,45,7,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,27,1917242.084317588
ST-35,2026-01-01,2026,1,2313906.4104561415,2433677.709586752,1974688.466064449,1554607.6370193893,1360975.5867629203,2240757.5287024477,1995007.1109594116,-0.049214116831824986,1.1598487031674636,1030.5104237455616,0.20164609053497942,243,51,7,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,28,1747552.3066682587
ST-36,2026-01-01,2026,1,3345783.7949813684,3019769.2914962624,2441026.460115232,1660874.8004459874,1682708.9390333958,2935526.5155309546,2574976.8385518114,0.10796006979843462,1.2993451998826775,971.9393115383431,0.2489451476793249,237,41,8,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,29,2280676.643280182
ST-37,2026-01-01,2026,1,2453257.103901149,2052593.9253620685,1461971.0346241395,1250570.6075193784,1447302.0491452124,1989274.0212957857,1771707.9238881778,0.1951984625835844,1.384684840443253,967.9333189110288,0.27165354330708663,254,50,9,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,30,2181023.9793847343
ST-38,2026-01-01,2026,1,1368392.9421645668,1512007.1155616206,1327017.8126118795,762512.9825799485,845574.8279812146,1402472.6234460224,1181759.0693440048,-0.09498247192025258,1.1579288686349263,1018.0376646559288,0.2579185520361991,221,45,8,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,31,1208651.2485661644
ST-39,2026-01-01,2026,1,2082434.634748301,2358994.6583350822,2151659.3713352806,1268079.8237517134,1330200.7659473992,2197696.221472888,1853112.9117726125,-0.11723639246473334,1.123749460445089,1033.9087934739116,0.251063829787234,235,43,8,0.49999999999999994,0.8660254037844387,0,0,35000.0,2.2,31.5,94.0,0.0,0.0,0.0,0.0,32,1651798.7330899902
ST-4,2026-01-01,2026,1,2628274.442982667,2710422.01903522,2250319.2595132776,1461230.9187323784,1564193.951015088,2529671.907177055,2188361.537296295,-0.030308038923692632,1.2010238702284455,932.2305513596754,0.2672413793103448,232,44,7,0.49999999999999994,0.8660254037844387,0,0,85809.90038,2.949525205,1.0,91.74250969595782,0.0,0.0,0.0,0.0,33,2175389.1922676526
ST-40,2026-01-01,2026,1,2228062.41619241,1892571.0405915992,1486005.254003189,1270723.1391818037,1213985.925545537,1868879.5702623993,1648264.5904295791,0.17726752042868602,1.3517625926864818,965.597448349946,0.21755725190839695,262,45,8,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,34,1812958.3676973009
ST-41,2026-01-01,2026,1,2623722.5104664974,2247749.07633701,2441978.957020187,1685724.0351215932,1537137.7543462808,2437816.8479412314,2102133.1827115333,0.16726663936269223,1.2481238258568224,960.2675180542763,0.26066350710900477,211,42,7,0.49999999999999994,0.8660254037844387,0,0,7345.13569,1.365805408,35.29353808,90.8672,0.0,0.0,0.0,0.0,35,2160511.67116995
ST-42,2026-01-01,2026,1,1584144.1706613093,1408373.6575242644,1204943.5277845822,768959.8474291419,1071547.0000780497,1399153.7853233851,1231107.6357262824,0.12480389149426885,1.2867633378999845,1055.6053396963412,0.29245283018867924,212,47,7,0.49999999999999994,0.8660254037844387,0,0,90674.06663,2.389511236,1.336233333,94.3776,0.0,0.0,0.0,0.0,36,1509995.6451143844
ST-43,2026-01-01,2026,1,2507336.4659681343,2338322.8877780084,1626831.625710777,1698257.9463566348,1465917.9876970686,2157496.993152307,1895337.2126747782,0.07227982887800888,1.32289729194399,1008.819122557958,0.26229508196721313,244,44,8,0.49999999999999994,0.8660254037844387,0,0,13303.14815,0.218128938,7.197491108,92.0,0.0,0.0,0.0,0.0,37,2097889.7024447536
ST-44,2026-01-01,2026,1,2298409.9988927697,1360560.9815022498,1466425.8034018923,1194081.527760636,1388509.3649046265,1708465.5945989706,1588998.2192551985,0.689310534508349,1.4464522181592434,1102.0673996141295,0.20425531914893616,235,43,8,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,38,2049492.6132588477
ST-45,2026-01-01,2026,1,2149767.972497827,1994069.429500481,1636691.3620477165,1381761.921783504,1221379.464505286,1926842.921348675,1723339.5169233186,0.07808080335314535,1.2474430902250833,1066.6007522957082,0.2558139534883721,258,50,8,0.49999999999999994,0.8660254037844387,0,0,90674.06663,2.389511236,1.336233333,94.3776,0.0,0.0,0.0,0.0,39,1691676.5145036299
ST-46,2026-01-01,2026,1,2596635.1683838535,2524102.2303232127,1989392.6406199054,1577714.7119128457,1343986.7550538152,2370043.3464423236,1970449.1040014836,0.028736133263252552,1.3177884996424136,984.8054214020503,0.2669172932330827,266,48,7,0.49999999999999994,0.8660254037844387,0,0,54282.61761,2.381583833,1.369359766,93.54619208893396,0.0,0.0,0.0,0.0,40,1944817.2701821013
ST-47,2026-01-01,2026,1,2963503.2269517467,2960161.482587169,2409192.463823565,1702000.9111432307,1599173.147382056,2777619.0577874933,2438930.565243175,0.00112890610334445,1.2150830651697004,1009.1290511799763,0.20553359683794467,253,45,9,0.49999999999999994,0.8660254037844387,0,0,54282.61761,2.381583833,1.369359766,93.54619208893396,0.0,0.0,0.0,0.0,41,2282945.284005464
ST-48,2026-01-01,2026,1,2535241.22312659,1937127.919611567,1935822.962701512,1446342.2961420878,1461701.9795253114,2136064.0351465563,1885859.4627359705,0.3087629358183824,1.34434260517404,1053.528508612506,0.2056451612903226,248,46,10,0.49999999999999994,0.8660254037844387,0,0,54282.61761,2.381583833,1.369359766,93.54619208893396,0.0,0.0,0.0,0.0,42,2153080.0037030177
ST-49,2026-01-01,2026,1,1937783.6415009622,1796554.1765169364,1423842.6980755765,978522.0379728505,1179760.3498581117,1719393.5053644916,1472920.1708411016,0.07861130314357342,1.3156066974046552,1058.4856420453523,0.268,250,41,7,0.49999999999999994,0.8660254037844387,0,0,54282.61761,2.381583833,1.369359766,93.54619208893396,0.0,0.0,0.0,0.0,43,1660587.1836801518
ST-5,2026-01-01,2026,1,2113992.292459559,2090071.1619404487,2081225.8530944725,1229480.522979282,1056324.8326220855,2095096.4358314935,1755740.040786716,0.011445127302221516,1.204046295778683,1004.5171847928989,0.25,220,43,9,0.49999999999999994,0.8660254037844387,0,0,85809.90038,2.949525205,1.0,91.74250969595782,0.0,0.0,0.0,0.0,44,1547963.0666426427
ST-50,2026-01-01,2026,1,2602066.6573325666,2026509.8836309793,1726207.0349476277,1275946.318237723,1265762.1900871987,2118261.191970391,1906756.1521569733,0.28401380045101926,1.3646562274830158,1039.3078486617928,0.2178988326848249,257,43,7,0.49999999999999994,0.8660254037844387,0,0,54282.61761,2.381583833,1.369359766,93.54619208893396,0.0,0.0,0.0,0.0,45,1930768.5549834666
ST-51,2026-01-01,2026,1,2659242.2887651706,2614516.302385136,2237148.2179342248,1722716.0529142895,1434001.913970218,2503635.6030281773,2208414.6812413577,0.017106791929058757,1.2041408306842087,1056.3584383582572,0.22522522522522523,222,46,8,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,46,1982641.130022587
ST-52,2026-01-01,2026,1,1395729.0107907383,1404196.6122837835,1147549.1923098317,921969.959110725,800509.1666725277,1315824.938461451,1209766.300626964,-0.006030210740413001,1.153717879285775,1074.279305146249,0.2791666666666667,240,49,7,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,47,1339695.8200083503
ST-53,2026-01-01,2026,1,2003855.4518595051,1710672.4575872314,1616652.3171076388,1244709.2942590264,1134322.2647547452,1777060.075518125,1548607.024784711,0.17138464641313347,1.293972854177181,1033.2621674412924,0.23076923076923078,260,47,8,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,48,1719206.2995552944
ST-54,2026-01-01,2026,1,2690381.553940816,2205653.568955602,2053817.4551334947,1338715.298553044,1305370.1585551444,2316617.526009971,1969013.5063872337,0.21976614632856284,1.3663601317175094,1037.908264044328,0.29435483870967744,248,39,7,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,49,2010212.3626498051
ST-55,2026-01-01,2026,1,1936009.3625826344,1944325.7015304472,1806464.0587591543,1212319.202011692,1236985.082846601,1895599.7076240787,1675740.201577197,-0.004277235517314157,1.1553159378527014,975.8884976527015,0.23577235772357724,246,50,8,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,50,1634555.2391389247
ST-56,2026-01-01,2026,1,3218172.400622255,3327902.9783882815,3097737.7811978976,2173854.1717417906,1701389.080591334,3214604.386736145,2848288.1653242726,-0.03297288967816285,1.129861942973692,966.2162907881306,0.28888888888888886,225,47,9,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,51,2275764.2377281454
ST-57,2026-01-01,2026,1,2027564.4397454197,1978482.7941688707,1657863.9546243562,1299866.2355608714,961244.9717444694,1887970.3961795487,1629173.012968655,0.024807719188261843,1.2445359845795763,1069.4874691623772,0.24899598393574296,249,43,9,0.49999999999999994,0.8660254037844387,0,0,49377.56434,1.663365102,3.6725,100.0,0.0,0.0,0.0,0.0,52,1511638.947340234
ST-58,2026-01-01,2026,1,2375926.243239996,2216609.2980167232,1810583.9593145028,1409312.3078787543,1463517.6569247402,2134373.166857074,1799427.8969434456,0.07187416626187536,1.3203786866235683,1098.101629651916,0.19827586206896552,232,47,8,0.49999999999999994,0.8660254037844387,0,0,49377.56434,1.663365102,3.6725,100.0,0.0,0.0,0.0,0.0,53,2015551.799717953
ST-59,2026-01-01,2026,1,2264501.392838284,1881114.1600744587,1954935.3815084703,1277406.078970111,1292920.3546576377,2033516.9781404044,1797135.6117951237,0.203808594343179,1.2600614989629624,969.7260180622288,0.24899598393574296,249,48,7,0.49999999999999994,0.8660254037844387,0,0,49377.56434,1.663365102,3.6725,100.0,0.0,0.0,0.0,0.0,54,1986289.984412455
ST-6,2026-01-01,2026,1,2648729.3771853824,2022111.204137101,1690827.4150596696,1280030.9868030953,1388560.6914783397,2120555.998794051,1816785.6201189056,0.30988314182042187,1.457920707789413,1122.745643822564,0.2603305785123967,242,45,8,0.49999999999999994,0.8660254037844387,0,0,85809.90038,2.949525205,1.0,91.74250969595782,0.0,0.0,0.0,0.0,55,2078829.6803636048
ST-60,2026-01-01,2026,1,3059814.494292007,2558950.0323909074,2798967.3911796235,1845127.316511996,2054780.9272491368,2805910.6392875127,2413449.2918379237,0.19573045802427255,1.267818016579024,1015.9961290075204,0.3157894736842105,247,50,9,0.49999999999999994,0.8660254037844387,0,0,14157.94458,4.722255885,18.30485833,76.73266946623188,0.0,0.0,0.0,0.0,56,2769707.808365177
ST-61,2026-01-01,2026,1,3252470.9908517594,2460827.9684604085,2070409.8121612808,1756605.8251888521,1559361.9494527197,2594569.5904911496,2221601.516223792,0.32169783200514995,1.464020872825207,989.7440002186706,0.1975806451612903,248,41,8,0.49999999999999994,0.8660254037844387,0,0,14157.94458,4.722255885,18.30485833,76.73266946623188,0.0,0.0,0.0,0.0,57,2391720.575884409
ST-62,2026-01-01,2026,1,2194831.634104076,1744151.590574784,1989627.2368409093,1402942.3845131157,1108027.3047666298,1976203.4871732565,1710532.6204738803,0.2583949961486837,1.283127610566133,1049.4763811665755,0.25,248,52,8,0.49999999999999994,0.8660254037844387,0,0,14157.94458,4.722255885,18.30485833,76.73266946623188,0.0,0.0,0.0,0.0,58,1830809.9522014516
ST-63,2026-01-01,2026,1,2117993.4386985833,1896833.3036098622,1690612.6319129518,1511429.3849216036,1380410.255075256,1901813.1247404658,1652770.2492603578,0.11659439691818535,1.281480858967797,1116.4281190071147,0.24166666666666667,240,45,7,0.49999999999999994,0.8660254037844387,0,0,7913.988015,6.609085937,4074.434167,73.24194861474356,0.0,0.0,0.0,0.0,59,1933264.4331509003
ST-64,2026-01-01,2026,1,2654001.021584189,2201183.7112244656,1889485.9567056182,1450218.7441767768,1444410.334838879,2248223.5631714244,2014736.5061951233,0.20571536489693176,1.3172943525981626,989.7154807079123,0.24796747967479674,246,48,7,0.49999999999999994,0.8660254037844387,0,0,7913.988015,6.609085937,4074.434167,73.24194861474356,0.0,0.0,0.0,0.0,60,2192237.9122547223
ST-65,2026-01-01,2026,1,2075034.0834448524,1917079.3976550915,1635065.5874617766,1165578.759982411,1088398.1566436894,1875726.3561872402,1618086.2212573346,0.08239339799017499,1.2824001936265463,1008.1400472564876,0.21951219512195122,246,54,9,0.49999999999999994,0.8660254037844387,0,0,7345.13569,1.365805408,35.29353808,90.8672,0.0,0.0,0.0,0.0,61,1622790.4396760592
ST-66,2026-01-01,2026,1,1881264.0771584916,2147828.6955344155,1633911.5899496411,1163679.771481677,1216376.9782008282,1887668.1208808497,1708117.758679988,-0.12410888211436165,1.1013667339963193,1069.8033156576903,0.2512315270935961,203,45,7,0.49999999999999994,0.8660254037844387,0,0,90674.06663,2.389511236,1.336233333,94.3776,0.0,0.0,0.0,0.0,62,1556171.3590699127
ST-67,2026-01-01,2026,1,2004720.0109779753,1857245.849321736,1536790.0275653843,1265743.5591535096,1042352.6647277524,1799585.2959550319,1569763.9444618344,0.07940476039297473,1.2770837411896716,1050.484375421358,0.232,250,48,8,0.49999999999999994,0.8660254037844387,0,0,64407.48426,3.161614283,1.515358039,96.44169988975057,0.0,0.0,0.0,0.0,63,1580113.0496150001
ST-68,2026-01-01,2026,1,2582431.7942859894,2619727.451251368,2366143.9486401496,1615382.6737268611,1876581.3897752627,2522767.7313925023,2214492.386006094,-0.014236464540448135,1.166150676608776,973.3972231502926,0.22077922077922077,231,40,7,0.49999999999999994,0.8660254037844387,0,0,46150.48769,1.999049423,0.923889546,88.6538,0.0,0.0,0.0,0.0,64,2301303.654710862
ST-69,2026-01-01,2026,1,1663213.0203678287,1496865.3662592603,1286110.4253791384,968036.7045930267,1001119.6811807893,1482062.9373354092,1291690.2286893215,0.11113067204185453,1.2876253016603612,968.3983555937843,0.26666666666666666,225,42,7,0.49999999999999994,0.8660254037844387,0,0,49377.56434,1.663365102,3.6725,100.0,0.0,0.0,0.0,0.0,65,1496652.970413682
ST-7,2026-01-01,2026,1,2919286.658204774,2205498.7631624104,2110766.7038249974,1547045.3881881747,1659789.5684763817,2411850.708397394,2111945.3952455544,0.3236401248391002,1.3822737390733297,1065.239252132997,0.1956521739130435,230,45,8,0.49999999999999994,0.8660254037844387,0,0,85809.90038,2.949525205,1.0,91.74250969595782,0.0,0.0,0.0,0.0,66,2289437.0643826686
ST-70,2026-01-01,2026,1,2267890.611652341,2216031.8100085566,1685845.427217594,1372877.9260303765,1227798.084947513,2056589.2829594973,1760955.2131843127,0.02340165037774633,1.287875236503797,982.756767236166,0.26359832635983266,239,41,7,0.49999999999999994,0.8660254037844387,0,0,34000.0,2.321743286,1363.375,97.8956,0.0,0.0,0.0,0.0,67,1662424.1581098905
ST-71,2026-01-01,2026,1,1807678.9338497974,1819952.55197069,1766435.137645198,1140920.23523875,1223995.0434761192,1798022.2078218951,1579667.5617356852,-0.006743922036650072,1.144341365004407,1010.657003798815,0.20833333333333334,216,45,9,0.49999999999999994,0.8660254037844387,0,0,34000.0,2.321743286,1363.375,97.8956,0.0,0.0,0.0,0.0,68,1618027.4820937563
ST-72,2026-01-01,2026,1,1650497.6645226667,1468793.129516773,1410541.0149757115,951724.6281666888,905580.5739540533,1509943.9363383837,1322679.446696758,0.12371009324211223,1.2478440400995097,1021.3257273285485,0.2616033755274262,237,45,8,0.49999999999999994,0.8660254037844387,0,0,32475.8925,2.738536816,151.3662913,86.27011307955955,0.0,0.0,0.0,0.0,69,1458810.861562517
